line,schedule,map,en-update,en-reason,es-update,es-reason,hy-update,hy-reason,zh-tw-update,zh-tw-reason,ko-update,ko-reason,ja-update,ja-reason,ru-update,ru-reason,vi-update,vi-reason
204,204_TT_06_07_26.pdf,,"Travel time adjustments will be made to Weekday and Saturday schedules. Weekday service reductions will occur due to frequency changes during the AM and PM peak periods in both directions, with frequency adjusted to 5.5–7.5-minute headways. Additional reductions include two weekday trips (6pm northbound and 7pm southbound) and one Saturday northbound trip during the 6pm period.",For improved reliability better reflecting actual travel times. For improved reliability better reflecting actual travel times. Reduction of trips to provide extra capacity and avoid consistent crowding.,"Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados. Las reducciones de servicio entre semana se realizarán debido a cambios en la frecuencia durante las horas pico de la mañana y la tarde en ambas direcciones, con una frecuencia ajustada a intervalos de paso de entre 5.5 y 7.5 minutos. Las reducciones adicionales incluyen dos serviciosentre semana (uno en dirección norte durante el periodo de las 6 p.m. y otro en dirección sur durante el periodo de las 7 p.m.) y un servicio en dirección norte los sábados durante el periodo de las 6 p.m.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto. Reducción de servicios para ofrecer capacidad adicional y evitar saturación constante.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային և շաբաթ օրերի չվացուցակներում։ Աշխատանքային օրերին կիրականացվի ծառայությունների կրճատում՝ առավոտյան և երեկոյան պիկ ժամերին երկու ուղղություններով հաճախականության փոփոխությունների պատճառով, ընդ որում՝ հաճախականությունը կփոխվի, և ուղերթերի միջև կսահմանվի 5.5-ից 7.5 րոպե միջակայք։ Լրացուցիչ կրճատումները ներառում են աշխատանքային օրերի երկու ուղերթ (18:00-ին՝ դեպի հյուսիս և 19:00-ին՝ դեպի հարավ) և շաբաթ օրը՝ 18:00-ի հատվածում, դեպի հյուսիս մեկ ուղերթ։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։ Ուղերթերի կրճատում՝ լրացուցիչ թողունակություն ապահովելու և մարդկանց մշտական կուտակումներից խուսափելու համար։,將對工作日及週六列車時刻表行車時間將予以調整，工作日及週六行車時間隨之縮短。由於早晚尖峰時段雙向列車班次將減少，班次間隔將調整為5.5至7.5分鐘。此外，工作日還將減少兩班列車（下午6點北行和晚上7點南行），週六下午6點北行班次也將減少一趟。,為提升營運穩定性，更真實反映實際行車時間。為提升營運穩定性，更真實反映實際行車時間。削減班次以優化承載，緩解常態擁擠。,평일 및 토요일에 운행 시간 조정이 적용됩니다. 평일 양방향 오전 및 오후 혼잡 시간대에는 배차 간격이 5.5~7.5분으로 조정됨에 따라 일부 운행이 감편됩니다. 추가로 오후 6시 북행 1회와 오후 7시 남행 1회 등 평일 총 2회와 토요일 오후 6시 북행 1회가 감편됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 감편은 수송 능력 확대와 지속적인 혼잡 완화를 위해 시행됩니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。平日については、上下線ともに朝夕のラッシュ時間帯に運行間隔を5.5〜7.5分へ変更することに伴い、一部減便を実施します。さらに、平日午後6時台の北行き1便、平日午後7時台の南行き1便、および土曜日午後6時台の北行き1便を減便します。,"実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。
輸送余力を確保し、慢性的な混雑を回避するため、一部便を減便。","Скорректировано время отправления в будние дни и субботу. В будние дни будет сокращено количество рейсов в связи с изменением частоты движения в утренние и вечерние часы пик в обоих направлениях. Интервалы движения составят 5,5–7,5 минуты. В рамках дополнительных изменений будут отменены два рейса по будням (в 18:00 в северном направлении и в 19:00 в южном) и один рейс по субботам в северном направлении в 18:00.",Для повышения надежности обслуживания и соответствия фактическому времени поездок. Для повышения надежности обслуживания и соответствия фактическому времени поездок. Сокращение числа рейсов направлено на увеличение вместимости и предотвращение постоянной переполненности.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy. Dịch vụ ngày thường sẽ giảm số chuyến do thay đổi tần suất trong các khung giờ cao điểm sáng và chiều ở cả hai hướng, với tần suất chuyến được điều chỉnh còn mỗi 5,5–7,5 phút. Ngoài ra, sẽ cắt giảm thêm hai chuyến ngày thường (một chuyến hướng bắc lúc 6 giờ chiều và một chuyến hướng nam lúc 7 giờ tối) cùng một chuyến hướng bắc vào thứ Bảy trong khung giờ 6 giờ chiều.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế. Việc giảm số chuyến cũng giúp tăng khả năng phục vụ và hạn chế tình trạng quá tải kéo dài.
206,206_TT_06-07-26.pdf,,Travel time adjustments will be made to Sunday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los domingos únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն կիրակի օրվա չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,일요일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,日曜日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления по воскресеньям.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình Chủ nhật.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
217,217_TT_06-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
222,222_TT_06-07-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日、週六及週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
233,233_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
240,240_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
242,242-243_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
243,242-243_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
244,244_TT_06-07-26.pdf,,Weekday: One AM school days only trip to accommodate a high number of Chatsworth High School students.,For improved reliability better reflecting actual travel times. For improved reliability better reflecting actual travel times. Added trips to provide extra capacity and avoid consistent crowding.,Entre semana: Se agregará un servicio matutino únicamente en días escolares para atender la alta cantidad de estudiantes de la escuela secundaria Chatsworth.,,Աշխատանքային օրերին (միայն դպրոցական օրերին) կգործի առավոտյան մեկ ուղերթ՝ Չաթսվորթի ավագ դպրոցի մեծաթիվ աշակերտներին սպասարկելու համար։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։ Ուղերթերի ավելացում՝ լրացուցիչ թողունակություն ապահովելու և մարդկանց մշտական կուտակումներից խուսափելու համար։,工作日：工作日上學時段增設單一班次，服務查茲沃斯高中大量通勤學生。,為提升營運穩定性，更真實反映實際行車時間。為提升營運穩定性，更真實反映實際行車時間。增設班次，提升載客量，緩解常態擁擠。,평일: Chatsworth High School 학생 수요를 반영하여 등교일 오전에만 1회 증편됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 증편은 수송 능력 확대와 지속적인 혼잡 완화를 위해 시행됩니다.,平日：Chatsworth High Schoolの利用生徒数増加に対応するため、登校日の朝に1便を追加します。,"実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。
輸送余力を確保し、慢性的な混雑を回避するため、便を追加。",В будние дни вводится один дополнительный утренний рейс только на период учебных дней в связи с высокой загрузкой со стороны учащихся Chatsworth High School.,Для повышения надежности обслуживания и соответствия фактическому времени поездок. Для повышения надежности обслуживания и соответствия фактическому времени поездок.  Добавление дополнительных рейсов направлено на увеличение вместимости и предотвращение постоянной переполненности.,Ngày thường: Bổ sung một chuyến vào buổi sáng trong những ngày có học để phục vụ số lượng lớn học sinh của Trường Trung học Chatsworth.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế. Việc bổ sung chuyến sẽ giúp tăng khả năng phục vụ và hạn chế tình trạng quá tải kéo dài.
246,246_TT_06-7-26.pdf,,Travel time adjustments will be made to Saturday and Sunday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los sábados y domingos.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն շաբաթ և կիրակի օրերի չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週六、週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,토요일 및 일요일 일정에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,土曜日および日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в субботу и воскресенье.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình thứ Bảy và Chủ nhật.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
260,260-261_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los sábados y domingos.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
261,260-261_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
265,265_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
266,266_TT_06-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
268,268_TT_06-7-26.pdf,,,,,,,,,,,,,,,,,
287,287 TT 6-7-26.pdf,,,,,,,,,,,,,,,,,
460,460_TT_06-7-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日、週六及週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
487,487-489_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times. For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։ Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок. Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
489,487-489_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules. One eastbound trip added in the 6pm period.,For improved reliability better reflecting actual travel times. Added trips to provide extra capacity and avoid consistent crowding.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados. Se agregará un servicio en dirección este durante el periodo entre semana de las 6 p.m.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto. Se agregarán servicios para ofrecer capacidad adicional y evitar saturación constante.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային և շաբաթ օրերի չվացուցակներում։ 18:00-ի հատվածում ավելացվել է դեպի արևելք ուղղությամբ մեկ ուղերթ։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։ Ուղերթերի ավելացում՝ լրացուցիչ թողունակություն ապահովելու և մարդկանց մշտական կուտակումներից խուսափելու համար։,"僅調整工作日及週六時刻表行車時間。
傍晚六點時段新增一班東行車次。","為提升營運穩定性，更真實反映實際行車時間。
增設班次，提升載客量，緩解常態擁擠。",평일 및 토요일에 운행 시간 조정이 적용됩니다. 오후 6시대 동행 1회 증편됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 증편은 수송 능력 확대와 지속적인 혼잡 완화를 위해 시행됩니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。また、午後6時台に東行き1便を追加します。,"実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。
輸送余力を確保し、慢性的な混雑を回避するため、便を追加。",Скорректировано время отправления в будние дни и субботу. Добавлен один рейс в восточном направлении в 18:00.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.  Добавление дополнительных рейсов направлено на увеличение вместимости и предотвращение постоянной переполненности.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy. Sẽ bổ sung một chuyến hướng đông trong khung giờ 6 giờ chiều.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế. Việc bổ sung chuyến sẽ giúp tăng khả năng phục vụ và hạn chế tình trạng quá tải kéo dài.
602,602_TT_06-7-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
662,662_TT_06-07-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日、週六及週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
665,665_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
